Temporada,Date,ADV,Resultado,MIN,FG,FG%,3PT,3P%,FT,FT%,REB,V,BLK,STL,PF,TO,PTS,Estat. Temporada Regular
2021,Qui 24/12,xSAC,D124-122 TE,42.0,11-18,61.1,1-2,50.0,6-9,66.7,15.0,14.0,2.0,0.0,3.0,6.0,29.0,
2021,december,december,december,38.3,8.8-14.0,62.5,1.0-2.5,40.0,6.0-7.5,80.0,11.5,13.5,0.8,1.5,2.8,6.0,24.5,
2021,,,,34.6,10.2-18.0,56.6,1.3-3.3,38.8,4.8-5.5,86.8,10.8,8.3,0.7,1.3,2.7,3.1,26.4,Médias
2021,,,,2488.0,732-1293,56.6,92-237,38.8,342-394,86.8,780.0,599.0,48.0,95.0,192.0,222.0,1898.0,Totais
2022,Sex 8/4,xMEM,V122-109,35.0,16-24,66.7,1-3,33.3,2-2,100.0,16.0,6.0,1.0,4.0,2.0,3.0,35.0,
2022,Qua 6/4,xSA,D116-97,40.0,18-35,51.4,1-5,20.0,4-6,66.7,17.0,4.0,0.0,2.0,3.0,2.0,41.0,
2022,Dom 3/4,emLAL,V129-118,33.0,15-22,68.2,0-3,0.0,8-11,72.7,18.0,6.0,2.0,2.0,3.0,7.0,38.0,
2022,Sáb 2/4,xMIN,D136-130,43.0,14-21,66.7,0-2,0.0,10-12,83.3,19.0,8.0,0.0,1.0,2.0,4.0,38.0,
2022,april,april,april,38.0,15.8-25.5,61.8,0.5-3.3,15.4,6.0-7.8,77.4,17.5,6.0,0.8,2.3,2.5,4.0,38.0,
2022,Qua 30/3,emIND,V125-118,36.0,15-19,78.9,0-0,0.0,7-8,87.5,13.0,9.0,1.0,2.0,3.0,7.0,37.0,
2022,Seg 28/3,emCHA,V113-109,35.0,9-17,52.9,0-0,0.0,8-12,66.7,19.0,11.0,0.0,2.0,1.0,4.0,26.0,
2022,Dom 27/3,xOKC,V113-107,35.0,13-15,86.7,0-1,0.0,9-10,90.0,12.0,8.0,2.0,2.0,4.0,3.0,35.0,
2022,Sex 25/3,xPHX,D140-130,32.0,9-10,90.0,1-2,50.0,9-11,81.8,6.0,6.0,0.0,3.0,2.0,8.0,28.0,
2022,Qua 23/3,xLAC,V127-115,34.0,9-15,60.0,0-2,0.0,12-13,92.3,14.0,6.0,3.0,2.0,5.0,1.0,30.0,
2022,Seg 21/3,xBOS,D124-104,33.0,8-23,34.8,2-6,33.3,5-6,83.3,8.0,4.0,1.0,1.0,2.0,2.0,23.0,
2022,Sex 18/3,emCLE,D119-116 TE,38.0,15-24,62.5,0-4,0.0,2-2,100.0,10.0,8.0,1.0,2.0,3.0,4.0,32.0,
2022,Qua 16/3,emWSH,V127-109,26.0,10-14,71.4,2-2,100.0,7-7,100.0,13.0,8.0,1.0,2.0,2.0,3.0,29.0,
2022,Seg 14/3,emPHI,V114-110,34.0,8-16,50.0,1-3,33.3,5-7,71.4,13.0,8.0,2.0,2.0,1.0,5.0,22.0,
2022,Dom 13/3,xTOR,D127-115,31.0,9-13,69.2,0-0,0.0,8-9,88.9,10.0,7.0,2.0,0.0,2.0,3.0,26.0,
2022,Sex 11/3,xGS,D113-102,32.0,9-21,42.9,0-8,0.0,5-6,83.3,12.0,9.0,1.0,1.0,4.0,5.0,23.0,
2022,Qui 10/3,emSAC,V106-100,35.0,15-24,62.5,0-2,0.0,8-9,88.9,18.0,7.0,2.0,1.0,4.0,3.0,38.0,
2022,Ter 8/3,xGS,V131-124,35.0,12-17,70.6,0-0,0.0,8-14,57.1,15.0,13.0,1.0,0.0,3.0,3.0,32.0,
2022,Seg 7/3,xNO,V138-130 TE,43.0,16-22,72.7,3-5,60.0,11-12,91.7,12.0,11.0,4.0,3.0,3.0,5.0,46.0,
2022,Qui 3/3,xOKC,D119-107,33.0,10-17,58.8,0-4,0.0,2-2,100.0,16.0,4.0,0.0,2.0,2.0,6.0,22.0,
2022,march,march,march,34.0,11.1-17.8,62.5,0.6-2.6,23.1,7.1-8.5,82.8,12.7,7.9,1.4,1.7,2.7,4.1,29.9,
2022,Seg 28/2,emPOR,V124-92,26.0,3-5,60.0,0-1,0.0,2-2,100.0,18.0,11.0,0.0,1.0,2.0,2.0,8.0,
2022,Dom 27/2,xSAC,V115-110,34.0,6-16,37.5,0-5,0.0,6-8,75.0,10.0,11.0,0.0,0.0,5.0,2.0,18.0,
2022,Sex 25/2,emSAC,V128-110,34.0,9-15,60.0,2-4,50.0,5-7,71.4,12.0,9.0,1.0,4.0,3.0,2.0,25.0,
2022,Seg 21/2,xDUR*,V163-160,21.0,4-5,80.0,2-3,66.7,0-0,0.0,9.0,8.0,0.0,1.0,0.0,1.0,10.0,
2022,Qui 17/2,emGS,V117-116,34.0,13-24,54.2,3-5,60.0,6-9,66.7,17.0,8.0,0.0,1.0,3.0,5.0,35.0,
2022,Ter 15/2,xORL,V121-111,35.0,10-26,38.5,3-9,33.3,3-3,100.0,15.0,7.0,0.0,1.0,2.0,5.0,26.0,
2022,Dom 13/2,emTOR,V110-109,35.0,10-16,62.5,0-2,0.0,8-10,80.0,15.0,6.0,2.0,0.0,1.0,4.0,28.0,
2022,Sáb 12/2,emBOS,D108-102,34.0,9-20,45.0,3-10,30.0,2-4,50.0,16.0,11.0,2.0,0.0,2.0,9.0,23.0,
2022,Qua 9/2,xNY,V132-115,30.0,8-14,57.1,0-3,0.0,5-7,71.4,11.0,7.0,0.0,0.0,2.0,6.0,21.0,
2022,Dom 6/2,xBKN,V124-104,30.0,12-15,80.0,0-2,0.0,3-4,75.0,12.0,10.0,1.0,2.0,1.0,2.0,27.0,
2022,Sáb 5/2,xNO,D113-105,35.0,7-10,70.0,3-3,100.0,8-8,100.0,12.0,9.0,0.0,2.0,4.0,4.0,25.0,
2022,Qua 2/2,emMIN,D130-115,30.0,6-12,50.0,1-4,25.0,8-9,88.9,16.0,8.0,0.0,1.0,3.0,5.0,21.0,
2022,february,february,february,32.6,8.5-15.7,53.8,1.4-4.4,31.3,5.1-6.5,78.9,14.0,8.8,0.5,1.1,2.5,4.2,23.4,
2022,Seg 31/1,emMIL,V136-100,28.0,7-9,77.8,2-4,50.0,2-2,100.0,10.0,15.0,1.0,3.0,1.0,5.0,18.0,
2022,Sáb 29/1,emNO,V116-105,30.0,11-19,57.9,3-6,50.0,4-4,100.0,13.0,10.0,0.0,2.0,5.0,6.0,29.0,
2022,Qui 27/1,emBKN,V124-118,35.0,8-13,61.5,2-2,100.0,8-8,100.0,10.0,8.0,0.0,1.0,5.0,2.0,26.0,
2022,Qua 26/1,emDET,V110-105,34.0,9-20,45.0,3-8,37.5,7-7,100.0,21.0,9.0,0.0,1.0,2.0,3.0,28.0,
2022,Seg 24/1,xDET,V117-111,36.0,12-19,63.2,1-6,16.7,9-10,90.0,9.0,8.0,1.0,2.0,1.0,3.0,34.0,
2022,Sáb 22/1,xMEM,D122-118,40.0,11-16,68.8,2-4,50.0,2-3,66.7,11.0,12.0,1.0,2.0,3.0,0.0,26.0,
2022,Qui 20/1,xLAC,V130-128 TE,41.0,16-25,64.0,3-5,60.0,14-16,87.5,14.0,10.0,1.0,3.0,4.0,5.0,49.0,
2022,Seg 17/1,xUTAH,D125-102,37.0,10-18,55.6,2-5,40.0,3-3,100.0,15.0,14.0,0.0,2.0,5.0,3.0,25.0,
2022,Dom 16/1,xLAL,V133-96,28.0,7-12,58.3,1-2,50.0,2-2,100.0,12.0,13.0,0.0,1.0,1.0,3.0,17.0,
2022,Sex 14/1,xPOR,V140-108,28.0,8-10,80.0,1-2,50.0,3-3,100.0,8.0,7.0,2.0,0.0,2.0,3.0,20.0,
2022,Qua 12/1,emLAC,D87-85,37.0,9-14,64.3,1-3,33.3,2-2,100.0,13.0,8.0,0.0,1.0,2.0,5.0,21.0,
2022,Seg 10/1,emOKC,V99-95,33.0,8-21,38.1,1-3,33.3,5-5,100.0,18.0,6.0,0.0,1.0,0.0,2.0,22.0,
2022,Sáb 8/1,xSAC,V121-111,34.0,13-20,65.0,3-6,50.0,4-8,50.0,10.0,7.0,2.0,2.0,3.0,2.0,33.0,
2022,Qui 6/1,xUTAH,D115-109,37.0,10-17,58.8,1-3,33.3,5-6,83.3,21.0,11.0,2.0,0.0,2.0,5.0,26.0,
2022,Ter 4/1,emDAL,D103-89,35.0,11-18,61.1,1-4,25.0,4-4,100.0,16.0,3.0,0.0,2.0,3.0,3.0,27.0,
2022,Dom 2/1,emHOU,V124-111,25.0,8-12,66.7,1-2,50.0,7-9,77.8,11.0,3.0,1.0,0.0,4.0,4.0,24.0,
2022,january,january,january,33.7,9.9-16.4,60.1,1.8-4.1,43.1,5.1-5.8,88.0,13.3,9.0,0.7,1.4,2.7,3.4,26.6,
2022,Qua 29/12,emGS,V89-86,35.0,8-19,42.1,0-5,0.0,6-8,75.0,19.0,5.0,1.0,4.0,2.0,8.0,22.0,
2022,Seg 27/12,emLAC,V103-100,38.0,9-24,37.5,1-3,33.3,7-7,100.0,22.0,8.0,2.0,2.0,4.0,4.0,26.0,
2022,Sex 24/12,xCHA,D115-107,35.0,13-34,38.2,1-6,16.7,2-3,66.7,21.0,5.0,0.0,2.0,0.0,6.0,29.0,
2022,Qui 23/12,emOKC,D108-94,25.0,5-9,55.6,1-4,25.0,2-2,100.0,7.0,3.0,2.0,0.0,0.0,3.0,13.0,
2022,Sáb 18/12,emATL,V133-115,26.0,8-12,66.7,1-2,50.0,3-3,100.0,10.0,7.0,0.0,3.0,5.0,3.0,20.0,
2022,Qui 16/12,xMIN,D124-107,35.0,11-16,68.8,2-4,50.0,3-5,60.0,10.0,11.0,0.0,1.0,4.0,4.0,27.0,
2022,Ter 14/12,xWSH,V113-107,31.0,9-14,64.3,1-2,50.0,9-11,81.8,19.0,9.0,1.0,3.0,0.0,4.0,28.0,
2022,Dom 12/12,emSA,V127-112,34.0,15-24,62.5,4-6,66.7,1-1,100.0,17.0,8.0,2.0,1.0,3.0,5.0,35.0,
2022,Sex 10/12,emSA,D123-111,35.0,8-19,42.1,2-8,25.0,4-4,100.0,13.0,10.0,1.0,2.0,3.0,2.0,22.0,
2022,Qui 9/12,emNO,V120-114 TE,37.0,17-23,73.9,0-3,0.0,5-9,55.6,11.0,11.0,0.0,1.0,2.0,6.0,39.0,
2022,Ter 7/12,emCHI,D109-97,36.0,6-17,35.3,1-5,20.0,4-6,66.7,12.0,15.0,0.0,2.0,2.0,3.0,17.0,
2022,Sáb 4/12,emNY,V113-99,27.0,14-19,73.7,3-7,42.9,1-1,100.0,11.0,5.0,0.0,0.0,0.0,4.0,32.0,
2022,Qui 2/12,emORL,D108-103,36.0,7-19,36.8,0-5,0.0,4-5,80.0,15.0,7.0,0.0,1.0,1.0,5.0,18.0,
2022,december,december,december,33.1,10.0-19.2,52.2,1.3-4.6,28.3,3.9-5.0,78.5,14.4,8.0,0.7,1.7,2.0,4.4,25.2,
2022,Ter 30/11,emMIA,V120-111,33.0,9-14,64.3,1-2,50.0,5-6,83.3,15.0,7.0,0.0,1.0,2.0,1.0,24.0,
2022,Sex 19/11,xPHI,D103-89,35.0,10-17,58.8,3-4,75.0,7-9,77.8,10.0,7.0,1.0,0.0,3.0,1.0,30.0,
2022,Ter 16/11,emDAL,D111-101,37.0,15-26,57.7,2-6,33.3,3-6,50.0,16.0,6.0,2.0,0.0,1.0,3.0,35.0,
2022,Seg 15/11,xPOR,V124-95,28.0,11-17,64.7,3-3,100.0,3-3,100.0,9.0,9.0,0.0,0.0,2.0,3.0,28.0,
2022,Sáb 13/11,xATL,V105-96,35.0,10-22,45.5,1-8,12.5,1-4,25.0,19.0,10.0,0.0,1.0,5.0,2.0,22.0,
2022,Ter 9/11,xMIA,V113-96,33.0,10-14,71.4,0-0,0.0,5-8,62.5,15.0,10.0,2.0,2.0,3.0,2.0,25.0,
2022,Sáb 6/11,xHOU,V95-94,36.0,9-15,60.0,1-3,33.3,9-11,81.8,14.0,2.0,1.0,2.0,5.0,5.0,28.0,
2022,Qui 4/11,emMEM,D108-106,35.0,11-20,55.0,2-5,40.0,10-10,100.0,11.0,5.0,0.0,2.0,3.0,2.0,34.0,
2022,Ter 2/11,emMEM,D106-97,33.0,9-15,60.0,2-6,33.3,3-4,75.0,7.0,7.0,4.0,0.0,2.0,3.0,23.0,
2022,november,november,november,34.0,10.4-17.8,58.8,1.7-4.1,40.5,5.1-6.8,75.4,12.9,7.0,1.1,0.9,2.9,2.4,27.7,
2022,Dom 31/10,emMIN,V93-91,37.0,10-23,43.5,3-8,37.5,3-4,75.0,19.0,7.0,2.0,1.0,2.0,7.0,26.0,
2022,Sáb 30/10,xDAL,V106-75,25.0,5-9,55.6,1-3,33.3,0-0,0.0,16.0,8.0,0.0,1.0,4.0,1.0,11.0,
2022,Qua 27/10,emUTAH,D122-110,15.0,8-9,88.9,3-3,100.0,5-7,71.4,6.0,6.0,0.0,0.0,1.0,1.0,24.0,
2022,Ter 26/10,xCLE,D99-87,35.0,9-15,60.0,1-4,25.0,5-6,83.3,19.0,3.0,0.0,3.0,3.0,6.0,24.0,
2022,Sáb 23/10,xSA,V102-96,34.0,14-19,73.7,2-2,100.0,2-3,66.7,16.0,7.0,1.0,3.0,4.0,6.0,32.0,
2022,Qui 21/10,emPHX,V110-98,35.0,13-22,59.1,1-6,16.7,0-0,0.0,13.0,2.0,0.0,2.0,3.0,3.0,27.0,
2022,october,october,october,30.0,9.8-16.2,60.8,1.8-4.3,42.3,2.5-3.3,75.0,14.8,5.5,0.5,1.7,2.8,4.0,24.0,
2023,Sáb 8/4,emUTAH,D118-114,27.0,2-5,40.0,0-1,0.0,2-2,100.0,10.0,10.0,0.0,2.0,2.0,4.0,6.0,
2023,Qua 5/4,emHOU,D124-103,25.0,7-13,53.8,0-2,0.0,0-1,0.0,10.0,4.0,3.0,2.0,1.0,8.0,14.0,
2023,april,april,april,25.5,4.5-9.0,50.0,0.0-1.5,0.0,1.0-1.5,66.7,10.0,7.0,1.5,2.0,1.5,6.0,10.0,
2023,Ter 28/3,xPHI,V116-111,35.0,8-11,72.7,0-0,0.0,9-11,81.8,17.0,12.0,2.0,0.0,3.0,3.0,25.0,
2023,Dom 26/3,xMIL,V129-106,32.0,10-20,50.0,1-6,16.7,10-11,90.9,6.0,11.0,0.0,1.0,2.0,3.0,31.0,
2023,Qua 22/3,emWSH,V118-104,34.0,12-16,75.0,2-3,66.7,5-5,100.0,12.0,7.0,0.0,3.0,1.0,2.0,31.0,
2023,Dom 19/3,emBKN,V108-102,36.0,9-12,75.0,0-0,0.0,4-4,100.0,17.0,10.0,0.0,2.0,5.0,1.0,22.0,
2023,Sáb 18/3,emNY,D116-110,37.0,11-18,61.1,1-5,20.0,1-1,100.0,10.0,8.0,1.0,0.0,2.0,6.0,24.0,
2023,Qui 16/3,emDET,V119-100,33.0,14-18,77.8,0-1,0.0,2-3,66.7,10.0,9.0,1.0,1.0,2.0,1.0,30.0,
2023,Ter 14/3,emTOR,D125-110,35.0,10-13,76.9,0-1,0.0,8-8,100.0,8.0,7.0,0.0,1.0,3.0,4.0,28.0,
2023,Dom 12/3,xBKN,D122-120,39.0,14-23,60.9,0-1,0.0,7-10,70.0,20.0,11.0,2.0,2.0,2.0,3.0,35.0,
2023,Sáb 11/3,emSA,D128-120,39.0,14-24,58.3,4-6,66.7,5-6,83.3,11.0,11.0,0.0,3.0,2.0,5.0,37.0,
2023,Qui 9/3,xCHI,D117-96,35.0,7-16,43.8,3-9,33.3,1-4,25.0,12.0,8.0,0.0,0.0,1.0,5.0,18.0,
2023,Ter 7/3,xTOR,V118-113,36.0,5-8,62.5,1-1,100.0,6-6,100.0,13.0,9.0,1.0,0.0,1.0,4.0,17.0,
2023,Sáb 4/3,xMEM,V113-97,35.0,7-10,70.0,0-0,0.0,4-6,66.7,18.0,10.0,1.0,0.0,5.0,2.0,18.0,
2023,march,march,march,35.5,10.1-15.8,64.0,1.0-2.8,36.4,5.2-6.3,82.7,12.8,9.4,0.7,1.1,2.4,3.3,26.3,
2023,Qua 1/3,emHOU,V133-112,28.0,7-11,63.6,0-0,0.0,0-1,0.0,11.0,10.0,0.0,0.0,2.0,4.0,14.0,
2023,Seg 27/2,xLAC,V134-124 TE,42.0,14-21,66.7,0-1,0.0,12-15,80.0,17.0,10.0,0.0,3.0,2.0,1.0,40.0,
2023,Dom 26/2,emMEM,D112-94,27.0,7-11,63.6,0-0,0.0,1-1,100.0,13.0,3.0,0.0,0.0,1.0,3.0,15.0,
2023,Sex 24/2,emCLE,V115-109,36.0,8-13,61.5,2-2,100.0,6-6,100.0,18.0,13.0,0.0,2.0,3.0,7.0,24.0,
2023,Seg 20/2,xGIA*,D184-175,20.0,2-4,50.0,0-1,0.0,0-0,0.0,5.0,6.0,0.0,2.0,0.0,2.0,4.0,
2023,Qui 16/2,xDAL,V118-109,34.0,6-9,66.7,0-0,0.0,2-3,66.7,13.0,10.0,1.0,1.0,2.0,5.0,14.0,
2023,Ter 14/2,emMIA,V112-108,34.0,12-14,85.7,0-0,0.0,3-3,100.0,12.0,8.0,0.0,0.0,3.0,0.0,27.0,
2023,Dom 12/2,emCHA,V119-105,34.0,11-22,50.0,0-0,0.0,8-9,88.9,16.0,10.0,2.0,0.0,1.0,4.0,30.0,
2023,Sex 10/2,emORL,D115-104,38.0,10-19,52.6,3-5,60.0,6-9,66.7,12.0,6.0,2.0,1.0,3.0,7.0,29.0,
2023,Qua 8/2,xMIN,V146-112,28.0,8-10,80.0,0-1,0.0,4-5,80.0,12.0,16.0,1.0,1.0,1.0,1.0,20.0,
2023,Dom 5/2,xATL,V128-108,34.0,5-8,62.5,0-1,0.0,4-5,80.0,18.0,10.0,2.0,1.0,3.0,5.0,14.0,
2023,Sex 3/2,xGS,V134-117,33.0,9-13,69.2,0-0,0.0,4-5,80.0,14.0,16.0,1.0,1.0,0.0,3.0,22.0,
2023,february,february,february,33.3,8.8-13.7,64.2,0.5-0.9,50.0,4.5-5.6,80.6,14.2,10.2,0.8,0.9,1.9,3.6,22.6,
2023,Qua 1/2,xNO,V122-113,38.0,10-14,71.4,1-3,33.3,5-5,100.0,18.0,15.0,1.0,1.0,2.0,5.0,26.0,
2023,Sáb 28/1,emPHI,D126-119,38.0,8-12,66.7,2-2,100.0,6-6,100.0,8.0,9.0,2.0,0.0,2.0,7.0,24.0,
2023,Qua 25/1,emNO,V99-98,36.0,11-15,73.3,2-4,50.0,1-2,50.0,11.0,10.0,0.0,1.0,2.0,3.0,25.0,
2023,Qui 19/1,xMIN,V122-118,31.0,12-20,60.0,0-0,0.0,7-7,100.0,11.0,13.0,0.0,1.0,5.0,3.0,31.0,
2023,Qua 18/1,xPOR,V122-113,34.0,13-14,92.9,1-2,50.0,9-10,90.0,12.0,10.0,1.0,1.0,2.0,4.0,36.0,
2023,Seg 16/1,xORL,V119-116,35.0,8-11,72.7,1-4,25.0,0-0,0.0,10.0,14.0,1.0,2.0,3.0,4.0,17.0,
2023,Qui 12/1,xPHX,V126-97,28.0,10-15,66.7,0-0,0.0,1-3,33.3,18.0,9.0,0.0,1.0,3.0,3.0,21.0,
2023,Ter 10/1,xLAL,V122-109,35.0,5-5,100.0,1-1,100.0,3-3,100.0,11.0,16.0,1.0,1.0,2.0,4.0,14.0,
2023,Sáb 7/1,xCLE,V121-108,35.0,10-17,58.8,3-4,75.0,5-5,100.0,15.0,10.0,0.0,2.0,4.0,4.0,28.0,
2023,Sex 6/1,xLAC,V122-91,24.0,4-8,50.0,0-1,0.0,4-5,80.0,6.0,9.0,0.0,1.0,0.0,2.0,12.0,
2023,Ter 3/1,emMIN,D124-111,33.0,10-20,50.0,1-3,33.3,3-4,75.0,7.0,9.0,0.0,2.0,4.0,5.0,24.0,
2023,Seg 2/1,xBOS,V123-111,32.0,10-13,76.9,2-2,100.0,8-8,100.0,12.0,12.0,0.0,1.0,1.0,0.0,30.0,
2023,january,january,january,33.4,9.3-13.7,67.7,1.2-2.2,53.8,4.3-4.8,89.7,11.6,11.3,0.5,1.2,2.5,3.7,24.0,
2023,Sáb 31/12,xMIA,V124-119,36.0,8-15,53.3,2-3,66.7,1-1,100.0,12.0,12.0,1.0,1.0,3.0,3.0,19.0,
2023,Qui 29/12,emSAC,D127-126,32.0,15-24,62.5,0-3,0.0,10-10,100.0,7.0,6.0,1.0,1.0,3.0,5.0,40.0,
2023,Qua 28/12,emSAC,V113-106,37.0,7-10,70.0,0-0,0.0,6-6,100.0,9.0,11.0,0.0,1.0,3.0,0.0,20.0,
2023,Seg 26/12,xPHX,V128-125 TE,44.0,16-25,64.0,2-4,50.0,7-9,77.8,15.0,15.0,1.0,0.0,4.0,3.0,41.0,
2023,Sáb 24/12,xPOR,V120-107,36.0,12-21,57.1,0-0,0.0,5-8,62.5,8.0,11.0,0.0,2.0,4.0,2.0,29.0,
2023,Qua 21/12,xMEM,V105-91,37.0,6-12,50.0,1-1,100.0,0-1,0.0,13.0,13.0,0.0,2.0,1.0,4.0,13.0,
2023,Seg 19/12,xCHA,V119-115,40.0,13-26,50.0,2-4,50.0,12-17,70.6,27.0,10.0,0.0,2.0,4.0,5.0,40.0,
2023,Sáb 17/12,emLAL,D126-108,35.0,8-15,53.3,1-3,33.3,8-9,88.9,11.0,8.0,0.0,4.0,3.0,5.0,25.0,
2023,Qui 15/12,xWSH,V141-128,33.0,17-20,85.0,0-2,0.0,9-10,90.0,14.0,8.0,1.0,5.0,2.0,8.0,43.0,
2023,Dom 11/12,xUTAH,V115-110,35.0,11-20,55.0,1-4,25.0,8-10,80.0,12.0,14.0,4.0,1.0,3.0,3.0,31.0,
2023,Sex 9/12,emPOR,V121-120,34.0,14-25,56.0,1-3,33.3,4-6,66.7,10.0,9.0,1.0,0.0,1.0,6.0,33.0,
2023,Qua 7/12,xDAL,D116-115,34.0,7-13,53.8,0-3,0.0,5-6,83.3,8.0,8.0,0.0,1.0,1.0,3.0,19.0,
2023,Dom 4/12,emNO,D121-106,37.0,13-19,68.4,1-4,25.0,5-9,55.6,16.0,9.0,1.0,2.0,4.0,4.0,32.0,
2023,Sáb 3/12,emATL,D117-109,35.0,10-15,66.7,3-6,50.0,1-4,25.0,10.0,8.0,0.0,1.0,2.0,2.0,24.0,
2023,december,december,december,36.2,11.2-18.6,60.4,1.0-2.9,35.0,5.8-7.6,76.4,12.3,10.1,0.7,1.6,2.7,3.8,29.2,
2023,Qui 1/12,xHOU,V120-100,28.0,7-9,77.8,2-3,66.7,1-1,100.0,9.0,12.0,1.0,1.0,5.0,4.0,17.0,
2023,Ter 29/11,xHOU,V129-113,27.0,11-17,64.7,1-2,50.0,9-10,90.0,12.0,8.0,0.0,0.0,2.0,3.0,32.0,
2023,Sáb 26/11,emLAC,V114-104,32.0,7-13,53.8,0-1,0.0,5-7,71.4,13.0,6.0,1.0,2.0,3.0,2.0,19.0,
2023,Qui 24/11,emOKC,V131-126 TE,43.0,11-15,73.3,1-3,33.3,16-18,88.9,10.0,9.0,0.0,0.0,5.0,4.0,39.0,
2023,Qua 23/11,xDET,D110-108,37.0,12-16,75.0,0-0,0.0,7-11,63.6,9.0,10.0,1.0,1.0,3.0,5.0,31.0,
2023,Seg 14/11,emCHI,V126-103,28.0,4-4,100.0,0-0,0.0,0-0,0.0,6.0,14.0,0.0,3.0,0.0,2.0,8.0,
2023,Sáb 12/11,emBOS,D131-112,30.0,12-20,60.0,2-4,50.0,3-4,75.0,8.0,3.0,0.0,0.0,4.0,2.0,29.0,
2023,Qui 10/11,emIND,V122-119,21.0,10-20,50.0,1-3,33.3,3-3,100.0,4.0,6.0,1.0,2.0,5.0,1.0,24.0,
2023,Ter 8/11,emSA,V115-109,34.0,11-20,55.0,0-1,0.0,4-5,80.0,8.0,10.0,3.0,2.0,2.0,4.0,26.0,
2023,Dom 6/11,xSA,V126-101,27.0,9-10,90.0,1-1,100.0,2-2,100.0,6.0,10.0,0.0,2.0,2.0,4.0,21.0,
2023,Sex 4/11,emOKC,V122-110,36.0,6-9,66.7,0-0,0.0,3-3,100.0,13.0,14.0,0.0,1.0,3.0,10.0,15.0,
2023,november,november,november,31.0,9.1-13.9,65.4,0.7-1.6,44.4,4.8-5.8,82.8,8.9,9.3,0.6,1.3,3.1,3.7,23.7,
2023,Seg 31/10,emLAL,D121-110,36.0,8-16,50.0,1-5,20.0,6-7,85.7,14.0,6.0,2.0,0.0,0.0,2.0,23.0,
2023,Sáb 29/10,xUTAH,V117-101,25.0,3-10,30.0,0-4,0.0,6-8,75.0,10.0,6.0,1.0,1.0,1.0,1.0,12.0,
2023,Qui 27/10,xLAL,V110-99,35.0,12-17,70.6,0-4,0.0,7-7,100.0,13.0,9.0,0.0,4.0,3.0,3.0,31.0,
2023,Ter 25/10,emPOR,D135-110,27.0,3-4,75.0,0-0,0.0,3-3,100.0,9.0,9.0,0.0,0.0,5.0,1.0,9.0,
2023,Dom 23/10,xOKC,V122-117,39.0,6-10,60.0,1-1,100.0,6-9,66.7,16.0,13.0,1.0,1.0,2.0,3.0,19.0,
2023,Sáb 22/10,emGS,V128-123,34.0,7-13,53.8,1-2,50.0,11-11,100.0,12.0,10.0,0.0,0.0,4.0,5.0,26.0,
2023,Qui 20/10,emUTAH,D123-102,33.0,12-17,70.6,1-3,33.3,2-2,100.0,4.0,6.0,0.0,3.0,4.0,3.0,27.0,
2023,october,october,october,32.9,7.3-12.4,58.6,0.6-2.7,21.1,5.9-6.7,87.2,11.1,8.4,0.6,1.3,2.7,2.6,21.0,
